"","knr","aar","value","knavn","Menn_ya_p","Kvinner_ya_p","Total_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f"
"1117","1029","2014",46227,"Lindesnes",56.973898858075,54.2690545605997,55.6356892643726,23.4,14.7,16.8,12.6,21,3.4,4.4,2.3
"1118","1029","2015",47536,"Lindesnes",56.3032022699635,54.0820555325321,55.2049180327869,22.5,14.4,16.7,12.2,21.2,4.1,4.6,3.6
"1119","1029","2016",48939,"Lindesnes",55.9760956175299,54.1307028360049,55.0677726077281,21.9,14.6,17.2,12.8,21.7,3.9,4.5,3.4
"1120","1029","2017",47361,"Lindesnes",56.0829676904667,54.2775276299632,55.1919191919192,22,14.5,17.3,12.3,22.4,3.8,4.3,3.3
"1121","1032","2008",89023,"Lyngdal",57.8764375501471,55.4032683183975,56.6308243727599,18.9,17.1,17.4,14,20.8,2.2,2.8,1.5
"1122","1032","2009",95196,"Lyngdal",57.8405491024287,55.4573804573805,56.6396018858041,19.1,17.2,17.6,13.9,21.2,2.4,2.8,1.9
"1123","1032","2010",96456,"Lyngdal",57.3727933541018,55.4154875225109,56.3897144333893,19.4,16.5,17.7,13.8,21.6,2.5,3,2.1
"1124","1032","2011",98584,"Lyngdal",56.8788501026694,55.3967848941056,56.1356365962892,20,16.2,17.9,13.6,22.1,2.7,3.2,2.3
"1125","1032","2012",103775,"Lyngdal",56.2468128505864,55.0717342058898,55.6554781507283,20.2,16.6,18.3,13.8,22.6,2.8,3.2,2.4
"1126","1032","2013",113787,"Lyngdal",56.7085427135678,55.1724137931034,55.9355885657221,19.4,16.1,18.9,14.2,23.6,2.8,3.1,2.6
"1127","1032","2014",129011,"Lyngdal",56.3456790123457,54.9358341559724,55.6405825722044,19.5,16.5,18.8,14.2,23.4,3.1,3.3,2.9
"1128","1032","2015",126305,"Lyngdal",55.8367152064932,54.6792088760251,55.2609478104379,19.7,16.6,19.1,14.6,23.6,3.3,3.5,3.2
"1129","1032","2016",128702,"Lyngdal",56.0545497296026,54.3590951932139,55.207720371896,20.4,16.4,19.2,14.7,23.7,3.6,4,3.2
"1130","1032","2017",137883,"Lyngdal",55.3839059257551,54.2460597506469,54.8206800186307,20.3,16.1,19.5,14.5,24.5,3.7,3.8,3.7
"1131","1037","2008",56317,"Kvinesdal",58.2452431289641,53.744177714081,56.0135015100373,22.2,17.8,13.3,10.2,16.4,1.7,2.3,1.2
"1132","1037","2009",58194,"Kvinesdal",58.3158630328442,53.8543140028289,56.0984182776801,22.1,18.2,13.5,10.3,16.7,2,2.5,1.4
"1133","1037","2010",54238,"Kvinesdal",58.4912159834654,53.5676992690567,56.042243767313,22.8,17.6,13.4,10.1,16.8,1.9,2.4,1.3
"1134","1037","2011",52621,"Kvinesdal",58.5240860949778,53.6863966770509,56.121045392022,22.3,17.1,13.8,10.6,17.1,2,2.5,1.5
"1135","1037","2012",54650,"Kvinesdal",59.1295477728664,53.8195644659523,56.4964004113816,23,17,14.3,11.3,17.5,2.1,2.5,1.7
"1136","1037","2013",56360,"Kvinesdal",58.6310517529215,54.5454545454545,56.6197660620444,22.3,18,14.9,11.3,18.5,2.1,2.5,1.7
"1137","1037","2014",60354,"Kvinesdal",58.5038577658504,54.7422680412371,56.6457307757596,23,16.3,15.2,11.8,18.7,2.4,2.8,2.1
"1138","1037","2015",57017,"Kvinesdal",59.5531843947983,54.696507290607,57.1452589105582,22.3,16.7,15.2,11.4,19.2,2.9,3.2,2.6
"1139","1037","2016",57792,"Kvinesdal",59.7049180327869,54.691231661549,57.2479518475171,22.5,16.8,15.6,11.6,19.8,3.1,3.4,2.8
"1140","1037","2017",56303,"Kvinesdal",59.3493263227079,55.2122241086587,57.314629258517,20.8,16.9,16.1,11.8,20.7,3.6,3.7,3.4
"1141","1101","2008",70517,"Eigersund",59.2107158288924,55.844915874177,57.5410074031064,16.4,23.2,15.3,11.8,18.9,2.9,3.7,2.1
"1142","1101","2009",71360,"Eigersund",59.5696489241223,55.9304851556843,57.7707781516214,16.9,23,15.7,12.2,19.2,3,3.7,2.3
"1143","1101","2010",72446,"Eigersund",59.5824634655532,55.8052970651396,57.7205363443896,17.8,22.4,16,12.4,19.8,3.1,3.7,2.5
"1144","1101","2011",72939,"Eigersund",59.3702943189596,55.901150404772,57.6676425484456,17.9,22.2,16.3,12.6,20.2,3.2,3.7,2.7
"1145","1101","2012",73918,"Eigersund",59.3601735122679,55.9030712876867,57.6649395509499,16.7,22.4,16.7,12.7,20.9,3.4,4,2.9
"1146","1101","2013",74903,"Eigersund",59.402224902828,56.2229965156794,57.8436731347363,17.2,22.3,17,12.7,21.3,3.7,4.2,3.2
"1147","1101","2014",77372,"Eigersund",59.7641759406465,56.5331130386892,58.1797312808048,17,22.1,17.7,13.5,22,4.1,4.6,3.5
"1148","1101","2015",78068,"Eigersund",59.7834697649855,55.8839553255244,57.864038616251,16.8,21.9,17.8,13.3,22.5,4.2,4.7,3.7
"1149","1101","2016",78954,"Eigersund",59.357725717294,55.9232026143791,57.6696560032124,17.7,20.1,18.3,13.7,23,4.4,4.9,4
"1150","1101","2017",78695,"Eigersund",58.8165367851011,55.7314410480349,57.2991475937982,18.6,19.7,18.6,13.9,23.5,4.5,4.8,4.1
"1151","1102","2008",102049,"Sandnes",61.1088006654084,58.9382026122555,60.031916436965,15.3,28.6,20.5,17,24.2,6.1,8.2,4
"1152","1102","2009",100886,"Sandnes",61.4695452000249,58.9771455969314,60.2402610710851,15.3,29,20.9,17,24.9,6.4,8.4,4.4
"1153","1102","2010",101158,"Sandnes",61.4494518879415,58.961389840093,60.2248302948772,15.5,28.6,21.3,17.2,25.5,6.9,8.7,5
"1154","1102","2011",100970,"Sandnes",61.2781395902102,58.7742964007603,60.0452864367122,15.2,28.5,21.7,17.4,26.1,7.3,9.1,5.6
"1155","1102","2012",102989,"Sandnes",61.6051243406179,58.9547310278578,60.303182233757,14.8,29.1,22.3,17.8,26.8,7.9,9.5,6.3
"1156","1102","2013",101824,"Sandnes",61.8534482758621,59.1089224313771,60.5088084972732,14.7,29.3,22.6,18.1,27.2,8.4,9.9,6.8
"1157","1102","2014",103540,"Sandnes",61.9406037797595,59.3227555278022,60.6578581363004,14.6,29.2,22.8,18.3,27.5,9.4,10.6,8.2
"1158","1102","2015",103671,"Sandnes",61.932271976998,59.5058510343298,60.743779202434,15.3,27.5,22.8,18.2,27.7,9.9,11,8.7
"1159","1102","2016",100407,"Sandnes",61.8321608828683,59.5473059785134,60.7150494520182,16,25.8,23.1,18.5,27.8,10,10.9,9.2
"1160","1102","2017",101091,"Sandnes",61.2555009060316,59.549190332818,60.4222684345073,16.3,25.2,23.2,18.3,28.3,10.2,11,9.4
"1161","1103","2008",74626,"Stavanger",63.8405240116299,60.2929360562437,62.0683023096349,17.6,28.6,25,21.4,28.5,10.8,13.7,8
"1162","1103","2009",75365,"Stavanger",63.9315539544785,60.4740667327387,62.2103445440342,17.6,29.3,25.3,21.6,28.9,11.3,14,8.7
"1163","1103","2010",76569,"Stavanger",63.8008685861348,60.6598573281453,62.2365765038353,18.1,28.9,25.7,21.9,29.5,12,14.6,9.5
"1164","1103","2011",76482,"Stavanger",63.9798528436543,60.810056311516,62.403091548234,17.8,29,26,22.2,29.8,12.8,15.2,10.3
"1165","1103","2012",78813,"Stavanger",63.9176221335992,60.8096155668573,62.3743196398601,17.5,29.6,26.3,22.4,30.3,13.5,15.9,11.1
"1166","1103","2013",79762,"Stavanger",64.0421679351829,61.0265060993705,62.5477006912246,17.1,30.3,26.5,22.4,30.5,13.8,16,11.6
"1167","1103","2014",80753,"Stavanger",63.9558841352563,61.0632317054335,62.523517444973,16.7,30.4,26.4,22.4,30.4,15.2,17.2,13.1
"1168","1103","2015",80033,"Stavanger",63.8573549480377,61.1810024610587,62.5319828617281,17.3,29,26.2,22.1,30.5,15.8,17.7,13.9
"1169","1103","2016",80042,"Stavanger",63.428922449958,61.0060698027314,62.2252043062634,18.1,27.4,26.5,22.2,30.8,15.9,17.5,14.2
"1170","1103","2017",80553,"Stavanger",62.9532861840623,61.0188713482127,61.9894672603576,18.6,26.5,26.6,22.3,31,16.1,17.6,14.5
"1171","1106","2008",125554,"Haugesund",62.6289278004318,57.6289926289926,60.158999878626,22.1,19.3,21.5,17.6,25.3,5.2,6.9,3.5
"1172","1106","2009",125833,"Haugesund",62.7033352837917,57.7315233785822,60.2554581909996,22,19.7,22,17.8,26,5.4,7.1,3.8
"1173","1106","2010",127301,"Haugesund",62.1538461538461,58.0420827389444,60.1221768627566,22.4,19.6,22.4,18,26.7,5.8,7.3,4.2
"1174","1106","2011",128311,"Haugesund",62.4636772833457,58.1849074291071,60.3541407897397,22.2,19.8,23,18.4,27.6,5.9,7.4,4.5
"1175","1106","2012",131152,"Haugesund",62.2637263726373,58.3386249494891,60.3265050286333,22,19.7,23.4,18.8,28,6.4,7.7,5
"1176","1106","2013",132328,"Haugesund",62.6196501265266,58.4295874822191,60.5599530109361,21.7,20,23.5,18.8,28.2,6.6,7.9,5.3
"1177","1106","2014",133519,"Haugesund",62.3573729322487,58.6491958159937,60.5307626250035,22,19.5,23.7,19,28.6,7.3,8.2,6.3
"1178","1106","2015",132281,"Haugesund",62.3971608323923,58.8373000390168,60.6491871476271,22.5,18.6,24.1,19.1,29.3,7.7,8.7,6.6
"1179","1106","2016",128612,"Haugesund",62.1704605611435,58.6567742649909,60.4530323942518,23.4,18,24.2,19.3,29.3,8,8.9,7.1
"1180","1106","2017",128391,"Haugesund",62.1685730852354,58.950261060731,60.5930151213475,23,18,24.5,19.5,29.8,8.2,8.9,7.4
"1181","1111","2008",35683,"Sokndal",55.4054054054054,53.2837670384139,54.3491671807526,20.6,19.2,11.4,7.7,15.1,1.5,1.5,1.5
"1182","1111","2009",45800,"Sokndal",55.6303549571603,52.605459057072,54.128157732594,19.5,18.7,11.8,7.8,15.8,1.9,2.2,1.6
"1183","1111","2010",45091,"Sokndal",55.9782608695652,52.731737262124,54.3683409436834,19.2,19,12.1,7.8,16.5,2.1,2.3,1.9
"1184","1111","2011",39877,"Sokndal",56.2877871825877,53.0105524518932,54.6707503828484,19.3,20.8,12.6,8.3,17,1.9,2.2,1.7
"1185","1111","2012",39360,"Sokndal",56.5741857659831,53.5334584115072,55.081363217685,19.5,21.1,12.7,8.2,17.3,2.1,2.5,1.6
"1186","1111","2013",37682,"Sokndal",57.0228091236495,52.4691358024691,54.7778454047474,19.5,21.8,13.2,8.6,17.8,2.1,2.4,1.7
"1187","1111","2014",39263,"Sokndal",57.1342200725514,53.4263189812007,55.2830759915229,18.4,21.2,13.6,9,18.2,2.5,2.8,2.2
"1188","1111","2015",39362,"Sokndal",56.9704284852142,53.8740920096852,55.4245995769114,18.5,19.9,14.2,8.9,19.7,2.5,2.8,2.2
"1189","1111","2016",41222,"Sokndal",57.1342925659472,53.5562310030395,55.357681859342,18.9,19.2,14.1,8.6,19.7,2.7,3,2.4
"1190","1111","2017",41212,"Sokndal",56.8114217727543,53.4556574923547,55.1568154402895,19.8,18.4,14.6,9.3,20.1,2.7,3.1,2.2
"1191","1119","2008",41670,"Hå",58.4384154884728,55.5028337946487,56.9957248348232,13.4,24.4,14.1,10,18.4,2.3,2.7,1.9
"1192","1119","2009",40150,"Hå",58.9958158995816,55.6691806212451,57.3640980625745,13.7,23.7,14.6,10.2,19.1,2.5,2.9,2.1
"1193","1119","2010",39296,"Hå",59.0914553539238,55.9780575988031,57.5633337412801,14,23.2,15.2,10.4,20.1,2.6,2.9,2.3
"1194","1119","2011",38946,"Hå",58.9701770736254,56.1422675406652,57.5853049577934,14.2,22.5,15.6,10.7,20.8,2.7,2.9,2.5
"1195","1119","2012",39712,"Hå",59.1484074994353,56.1144219308701,57.6722338204593,14.4,23.2,16.1,10.7,21.7,2.9,3.1,2.7
"1196","1119","2013",41443,"Hå",59.4060499006403,55.7187827911857,57.6127020130423,14.7,22.4,16.3,10.8,22,3,3.1,3
"1197","1119","2014",41913,"Hå",59.6040663456394,56.0889395667047,57.9022909191278,14.4,22.2,16.8,11.4,22.7,3.8,3.9,3.7
"1198","1119","2015",43032,"Hå",59.6412556053812,56.3150240519074,58.0364853195164,14.3,21.7,16.9,11.2,22.9,4,3.8,4.2
"1199","1119","2016",41987,"Hå",59.2561725179706,56.3723309608541,57.8613307514389,15.2,20,17,11.4,23,4.1,3.8,4.5
"1200","1119","2017",42924,"Hå",58.7139917695473,56.1784140969163,57.4893617021277,15,20.2,17.3,11.3,23.8,4.2,3.8,4.5
"1201","1120","2008",44996,"Klepp",58.1651603318064,57.2275186807524,57.7056632363154,13.3,27.5,15.1,10.9,19.4,3.6,4.8,2.4
"1202","1120","2009",46568,"Klepp",58.3960798374567,57.3468620819241,57.8837920489297,13.3,26.8,15.5,11,20.3,4,4.9,3
"1203","1120","2010",47349,"Klepp",58.1596222503743,57.3406193078324,57.7609646530323,13.7,27,15.7,11.1,20.6,4.2,5.2,3.2
"1204","1120","2011",47748,"Klepp",58.6118251928021,57.4674556213018,58.0559866643674,13.7,27.1,16.1,11.3,21.1,4.4,5.3,3.5
"1205","1120","2012",49279,"Klepp",58.7938596491228,57.488986784141,58.1595852586498,13.4,27.4,16.6,11.9,21.6,4.5,5.3,3.7
"1206","1120","2013",50264,"Klepp",59.2288848652679,57.4903824394659,58.3859110111373,13.6,28.1,16.9,12.1,22,4.6,5.3,3.9
"1207","1120","2014",52041,"Klepp",59.0436153441934,57.2017837235229,58.1498512307276,13.7,27.7,17.2,12.4,22.3,5.3,5.7,4.9
"1208","1120","2015",52773,"Klepp",59.2263136119156,56.8830596274661,58.0918841043701,14,26,17.3,12.4,22.6,5.5,5.9,5.1
"1209","1120","2016",53771,"Klepp",58.8916205695554,57.135099913119,58.0390089615182,14.2,24.2,17.5,12.5,22.9,5.5,5.9,5.1
"1210","1120","2017",54341,"Klepp",58.8692362744096,57.4559982723248,58.181913664531,14.7,23.9,17.8,12.4,23.5,5.8,6.1,5.4
"1211","1121","2008",75885,"Time",59.4922174023986,57.8926650045926,58.7036677663497,11.8,27.3,20.3,16.3,24.4,4.7,6.2,3.1
"1212","1121","2009",79210,"Time",60.2247191011236,57.5261947354971,58.891134124779,13.3,27.2,20.5,16.3,24.8,5,6.5,3.5
"1213","1121","2010",81620,"Time",60.2453987730061,57.6636810899458,58.9724451079181,12.9,26.6,20.7,16.5,25,5.1,6.4,3.7
"1214","1121","2011",81300,"Time",59.76557828011,57.6585486463098,58.7294832826748,12.7,27,21.2,16.5,26,5.4,6.7,4
"1215","1121","2012",84750,"Time",59.5829428303655,58.1197619336815,58.8645715308009,12.5,27,21.4,16.4,26.6,5.9,7,4.6
"1216","1121","2013",85663,"Time",60.0381979552859,58.1771321462043,59.127143430636,12.6,26.7,21.6,16.3,27.2,6.2,7.3,5
"1217","1121","2014",89604,"Time",60.0871459694989,58.5522542159,59.3395541152148,13.1,26.7,21.6,16.3,27.2,6.7,7.7,5.6
"1218","1121","2015",90195,"Time",60.2558635394456,58.5704682948689,59.4340653337703,13.3,25.5,21.8,16.3,27.5,7.1,8,6.2
"1219","1121","2016",92107,"Time",60.1452325826142,58.257993384785,59.2235623519276,14.7,24.3,22.3,16.6,28.3,7.2,8.1,6.3
"1220","1121","2017",91134,"Time",59.787971029705,57.793843794501,58.8121783876501,14.5,23.9,22.5,16.6,28.7,7.3,8,6.6
"1221","1122","2008",50699,"Gjesdal",59.3189603062664,57.6164498531263,58.4849419262,12,29.5,16.4,12.6,20.4,2.7,3.7,1.7
"1222","1122","2009",51223,"Gjesdal",59.6830985915493,57.6281655342804,58.6819139331929,12.1,29.2,16.4,12.5,20.5,2.9,3.7,2.1
"1223","1122","2010",51778,"Gjesdal",60.1809083910701,58.3399840383081,59.2770376175549,12.2,28.1,17.1,12.8,21.5,3.1,3.8,2.4
"1224","1122","2011",55060,"Gjesdal",60.7129525942516,58.873786407767,59.8115721355158,12.4,27.1,17.3,13,21.9,3.4,3.9,2.9
"1225","1122","2012",60095,"Gjesdal",60.8007279344859,59.2277115275412,60.0296901094823,12.3,28.6,17.8,13,22.8,3.6,4.2,3.1
"1226","1122","2013",62190,"Gjesdal",60.9305629550701,59.5968934911243,60.2771990216505,11.8,27.7,18.3,13.4,23.4,3.9,4.5,3.3
"1227","1122","2014",65629,"Gjesdal",61.2597066436583,59.1633466135458,60.2368118759389,12.6,26.7,19.2,14.2,24.5,4.4,4.9,3.9
"1228","1122","2015",67772,"Gjesdal",61.7741121023397,59.3037639158862,60.5689655172414,13,26,19.2,14,24.7,4.5,4.8,4.3
"1229","1122","2016",79674,"Gjesdal",61.1487044066678,59.0093199861926,60.1029275288956,13.3,25,19.6,14.3,25.3,4.9,5.3,4.6
"1230","1122","2017",81914,"Gjesdal",60.6374240183999,58.6930352536543,59.6874474878172,13.1,24,19.6,14.3,25.2,5.1,5.2,5
"1231","1124","2008",52855,"Sola",59.6074474915161,57.8393246703974,58.738226242656,12.3,36,20.5,16.5,24.7,7.1,9.2,4.9
"1232","1124","2009",53434,"Sola",59.9395448079659,57.9146656815663,58.9463670954883,12.8,35.8,21.2,16.8,25.7,7.6,9.7,5.5
"1233","1124","2010",54681,"Sola",60.0654946570148,57.7981651376147,58.9505496912093,12.9,35.7,21.6,17,26.2,8,10,6
"1234","1124","2011",59334,"Sola",60.2458326317562,57.9062064156206,59.0963597430407,12.4,35.5,22,17.5,26.6,8.8,10.7,6.8
"1235","1124","2012",63069,"Sola",60.2688881557242,58.1043137922233,59.2034175147632,12.4,35.9,22.1,17.7,26.6,9.7,11.4,7.9
"1236","1124","2013",63524,"Sola",61.0096498923359,58.7790697674419,59.9170023190528,11.7,37.8,22.4,17.9,27.2,10.1,11.8,8.4
"1237","1124","2014",65111,"Sola",61.3233341145223,58.8910600879336,60.1323605629311,11.9,37.8,23,18.6,27.6,11.4,12.9,9.8
"1238","1124","2015",63843,"Sola",61.4155251141553,59.373010821133,60.4169908199782,12.6,35.8,23,18.5,27.7,12,13.2,10.8
"1239","1124","2016",60305,"Sola",61.3615937687238,59.4475831763967,60.4268853464132,13.2,33.7,23.3,18.7,28.2,12,13.2,10.8
"1240","1124","2017",59808,"Sola",61.250467989517,59.0000789827028,60.1552890528905,13.6,31.9,23.7,19,28.7,12.3,13.5,11.1
"1241","1127","2008",44598,"Randaberg",56.8784700801974,56.9027106534986,56.8904593639576,12.9,34.6,19.8,14.9,24.7,5,6.7,3.3
"1242","1127","2009",46157,"Randaberg",57.5987235739928,57.5108180506903,57.5554879902706,12.5,35.1,20.3,15.4,25.4,5.1,6.6,3.4
"1243","1127","2010",51206,"Randaberg",57.8492935635793,57.0903897163844,57.4772431729519,12.9,34.5,20.7,15.3,26.3,5.2,6.9,3.5
"1244","1127","2011",52793,"Randaberg",57.2825024437928,56.8540234532956,57.0718616439718,13.2,34.6,21.2,15.5,26.9,5.4,7,3.8
"1245","1127","2012",53808,"Randaberg",57.8846153846154,57.0187561697927,57.4573794447151,13.3,35.7,21.2,15.4,27.1,6,7.6,4.4
"1246","1127","2013",54571,"Randaberg",58.3760197306014,56.7108856808428,57.5550639607579,13.8,35.7,21.1,15.4,27,6.1,7.6,4.5
"1247","1127","2014",56813,"Randaberg",58.9292470677261,56.8810916179337,57.9205069124424,13.6,34.9,21.4,16,27.1,6.7,7.8,5.5
"1248","1127","2015",55017,"Randaberg",59.4167904903418,57.1732405259087,58.3175445244411,14,33.8,21.9,15.8,28.3,7.1,8.3,6
"1249","1127","2016",56155,"Randaberg",59.0016516792072,57.3373676248109,58.1819875197914,15.1,31,22.1,16.1,28.3,7.5,8.5,6.5
"1250","1127","2017",54639,"Randaberg",58.9172551149737,57.1401869158878,58.0428584567277,15.4,30.3,22.5,16.3,29,7.7,8.5,6.9
"1251","1130","2008",58884,"Strand",57.1871014756786,56.040703052729,56.6183220121168,14.7,26.7,15.5,11.2,19.9,3,4.1,1.9
"1252","1130","2009",65200,"Strand",57.4376457922125,56.3961988304094,56.9216840199185,15.6,25.7,15.9,11.6,20.2,3.1,4.1,2.2
"1253","1130","2010",65838,"Strand",57.2916666666667,56.6041140382533,56.9516330537212,15.7,25.5,16,11.3,20.7,3.4,4.3,2.5
"1254","1130","2011",67807,"Strand",57.4952232065312,56.2433297758805,56.8767026979524,14.8,25.6,16.3,11.6,21.1,3.7,4.7,2.7
"1255","1130","2012",71179,"Strand",57.1135079609656,56.4827828531272,56.8022197173329,15.2,26,16.9,11.9,22.1,3.8,4.7,3
"1256","1130","2013",66984,"Strand",57.1547420965058,55.9434604904632,56.5561353307524,16,25.8,17.4,12.1,22.8,3.8,4.7,2.9
"1257","1130","2014",69225,"Strand",57.3615635179153,55.7759626604434,56.5779718263448,17,24.7,17.9,12.4,23.5,4.5,5.3,3.7
"1258","1130","2015",69409,"Strand",57.791586998088,55.9568556953751,56.8858410649455,17.7,23.7,17.9,12.4,23.6,4.8,5.3,4.2
"1259","1130","2016",69818,"Strand",57.3685041857526,55.9269525517691,56.6591784338896,18.2,21.7,18.4,12.7,24.2,4.9,5.3,4.5
"1260","1130","2017",69735,"Strand",56.9632044713554,55.569844076515,56.2786289685674,17.9,21.6,18.9,13.2,24.8,4.8,5.1,4.5
"1261","1135","2008",60119,"Sauda",56.9832402234637,51.3917739925218,54.1402619349387,19.2,19.1,14.7,11.4,17.9,2.4,3.4,1.6
"1262","1135","2009",59593,"Sauda",57.7186963979417,51.8765638031693,54.7568710359408,20,17.5,14.9,11.5,18.2,2.4,3.1,1.7
"1263","1135","2010",60669,"Sauda",58.2578697714532,52.1885521885522,55.1863684771033,20.1,18.8,15.5,12.2,18.8,2.6,3.4,1.8
"1264","1135","2011",62978,"Sauda",58.8387096774194,52.3549201009251,55.5602806719115,20.3,18.4,16,12.3,19.7,2.8,3.7,2
"1265","1135","2012",64811,"Sauda",59.1141396933561,53.1587697423109,56.1001262095078,19.4,19.3,16.5,12.8,20.2,2.9,3.5,2.2
"1266","1135","2013",66024,"Sauda",57.9753296469587,52.8404344193818,55.3846153846154,19.9,21,17.1,12.8,21.4,2.9,3.5,2.2
"1267","1135","2014",66116,"Sauda",57.4459058124735,53.1002913025385,55.2521008403361,19.7,20.3,17.2,12.8,21.6,3.5,4.1,2.9
"1268","1135","2015",66585,"Sauda",58.4913611462284,54.0075535039866,56.2447434819176,20.1,18.7,17.4,12.8,22.1,3.4,3.8,3
"1269","1135","2016",72834,"Sauda",57.8880407124682,53.2312925170068,55.5626326963907,20.5,19.6,18,13.2,22.8,3.6,4.1,3.1
"1270","1135","2017",70214,"Sauda",57.2384937238494,53.4177215189873,55.3361344537815,20.4,19.8,18.4,13.7,23.3,3.7,4.1,3.4
"1271","1146","2008",27308,"Tysvær",56.6821205402137,55.9336635795822,56.320283215327,14.7,27,16.7,12.1,21.5,2.7,3.6,1.8
"1272","1146","2009",28373,"Tysvær",57.0205138418642,56.2992965252611,56.67215815486,13,26.8,17.4,12.9,22.3,2.9,3.6,2.1
"1273","1146","2010",31993,"Tysvær",56.6536964980545,56.0568086883876,56.3658340048348,14.6,26.8,17.6,13,22.4,3,3.6,2.3
"1274","1146","2011",30917,"Tysvær",57.0942754581523,55.6757860351164,56.4125208517319,14.3,26.1,17.7,13,22.6,3.1,3.8,2.3
"1275","1146","2012",31348,"Tysvær",57.3831775700935,55.5935613682093,56.5213178294574,13.6,26.8,18.6,13.8,23.6,3.2,4,2.3
"1276","1146","2013",32965,"Tysvær",56.5482796892342,55.185987010431,55.8882425860589,14.2,27,18.6,13.6,23.7,3.4,4.2,2.6
"1277","1146","2014",33212,"Tysvær",56.4725214533504,55.2879984588711,55.8961379827522,13.8,27.3,18.6,13.6,24,3.9,4.6,3.3
"1278","1146","2015",33225,"Tysvær",55.7147975635973,54.6919431279621,55.2178318135765,14.3,25.9,18.9,13.5,24.6,4.2,5,3.4
"1279","1146","2016",38322,"Tysvær",55.7283288650581,54.5590994371482,55.1578947368421,14.2,25.4,19.6,14,25.6,4.3,5,3.6
"1280","1146","2017",38977,"Tysvær",55.8250708215297,54.7190802892639,55.2848473870121,14,25.1,20,14.4,26.1,4.4,4.9,3.8
"1281","1149","2008",52832,"Karmøy",58.8286400572392,56.3820445270933,57.6118789498022,16.7,22.9,15.9,12.7,19.1,2.1,2.9,1.3
"1282","1149","2009",53387,"Karmøy",58.8297657512116,56.379821958457,57.612949128424,17,23,16.2,12.9,19.6,2.2,3,1.5
"1283","1149","2010",54969,"Karmøy",58.6362496866383,56.6543015397124,57.6519281243691,17.2,22.7,16.6,13.1,20.2,2.4,3.1,1.8
"1284","1149","2011",57473,"Karmøy",58.6546552492204,56.8731117824773,57.7715098719517,17.7,22,17.1,13.4,20.8,2.5,3.1,2
"1285","1149","2012",57145,"Karmøy",58.6366967994136,56.8681181804594,57.7610025656207,17.4,22.1,17.6,13.7,21.4,2.7,3.2,2.2
"1286","1149","2013",57043,"Karmøy",58.8580217245025,56.8235525797558,57.8530084148062,17.6,22.5,18,14,22,2.9,3.4,2.4
"1287","1149","2014",59140,"Karmøy",58.7100748744195,56.7381724855939,57.734773549206,17.4,22.4,18.2,14.2,22.3,3.4,3.8,3
"1288","1149","2015",61014,"Karmøy",58.5660554771979,56.4063101192766,57.4984546621654,17.7,21.6,18.5,14.2,22.8,3.5,3.9,3.1
"1289","1149","2016",65057,"Karmøy",58.4837713965017,56.2893535207883,57.4015692037832,18.3,21,18.9,14.6,23.3,3.7,4,3.4
"1290","1149","2017",67259,"Karmøy",58.1984847067627,55.9936681536912,57.1100428615406,18,20.4,19.2,14.6,23.9,3.9,4.1,3.6
"1291","1201","2008",84081,"Bergen",62.6792547875755,59.1118740324224,60.8841313280537,21.2,20.8,24.5,21.5,27.3,9.9,11.9,7.9
"1292","1201","2009",86018,"Bergen",62.9539642962408,59.4192130764002,61.1796818897763,20.6,21.2,24.9,21.8,27.9,10.3,12.1,8.5
"1293","1201","2010",85944,"Bergen",62.9871857055685,59.6051998074145,61.2899454403741,20.6,21.2,25.1,21.9,28.3,10.7,12.4,9
"1294","1201","2011",86750,"Bergen",63.1831388645483,59.8308440910556,61.5057298227288,20.6,21.3,25.5,22.2,28.7,11.2,12.8,9.6
"1295","1201","2012",88631,"Bergen",63.257303345269,59.8663274218661,61.5645923218659,20.7,21.3,25.9,22.5,29.2,11.7,13.1,10.2
"1296","1201","2013",90067,"Bergen",63.5505607949305,59.9701868192782,61.7667475275238,20,21.7,26.3,22.9,29.7,12,13.3,10.7
"1297","1201","2014",92764,"Bergen",63.7306229891781,60.1787127650918,61.9649272473883,19.8,21.7,26.5,23,29.9,12.8,13.9,11.7
"1298","1201","2015",96077,"Bergen",63.8987919114357,60.4206640985455,62.1724970193957,19.9,21.6,26.7,23.1,30.4,13.5,14.4,12.5
"1299","1201","2016",97240,"Bergen",63.8562572840177,60.5896895222861,62.2366983788227,20.1,21,27.1,23.3,30.8,13.7,14.5,12.9
"1300","1201","2017",97533,"Bergen",63.8076983369198,60.5850348011055,62.2086761728342,20.4,21.2,27.5,23.6,31.4,14,14.7,13.3
"1301","1216","2008",18442,"Sveio",58.1499592502038,55.4196541543652,56.8082901554404,16.6,23.2,16.8,12.2,21.6,2.7,3.7,1.7
"1302","1216","2009",18516,"Sveio",58.4028605482718,55.2951025533696,56.8895230330208,17.3,22.9,17,12.2,22.2,3,4,1.9
"1303","1216","2010",18877,"Sveio",58.3138173302108,55.765285186705,57.0714142828566,17.9,20.7,17.6,12.3,23.2,3.2,4.2,2
"1304","1216","2011",19300,"Sveio",58.0485952923311,55.9105431309904,57.0066173608408,17.9,21.2,17.7,12.5,23.2,3.3,4.3,2.3
